,user_id,movie_id,rating,like,movie title
3,299,302,4,True,L.A. Confidential
4,160,302,5,True,L.A. Confidential
7,216,302,5,True,L.A. Confidential
9,293,302,4,True,L.A. Confidential
10,305,302,4,True,L.A. Confidential
14,276,302,5,True,L.A. Confidential
18,303,302,4,True,L.A. Confidential
20,178,302,4,True,L.A. Confidential
22,222,302,3,False,L.A. Confidential
23,16,302,5,True,L.A. Confidential
24,154,302,4,True,L.A. Confidential
28,177,302,4,True,L.A. Confidential
32,94,302,4,True,L.A. Confidential
34,104,302,5,True,L.A. Confidential
38,285,302,5,True,L.A. Confidential
40,54,302,4,True,L.A. Confidential
44,181,302,2,False,L.A. Confidential
50,69,302,4,True,L.A. Confidential
59,3,302,2,False,L.A. Confidential
61,105,302,5,True,L.A. Confidential
63,282,302,5,True,L.A. Confidential
65,201,302,4,True,L.A. Confidential
69,249,302,4,True,L.A. Confidential
70,268,302,5,True,L.A. Confidential
78,327,302,3,False,L.A. Confidential
84,322,302,5,True,L.A. Confidential
85,179,302,4,True,L.A. Confidential
88,139,302,3,False,L.A. Confidential
90,31,302,4,True,L.A. Confidential
91,332,302,5,True,L.A. Confidential
101,363,302,5,True,L.A. Confidential
112,393,302,4,True,L.A. Confidential
115,397,302,5,True,L.A. Confidential
116,399,302,4,True,L.A. Confidential
120,367,302,5,True,L.A. Confidential
128,425,302,5,True,L.A. Confidential
131,433,302,5,True,L.A. Confidential
132,422,302,3,False,L.A. Confidential
133,431,302,3,False,L.A. Confidential
135,445,302,1,False,L.A. Confidential
137,408,302,5,True,L.A. Confidential
138,375,302,5,True,L.A. Confidential
140,451,302,3,False,L.A. Confidential
141,414,302,5,True,L.A. Confidential
146,461,302,3,False,L.A. Confidential
151,466,302,5,True,L.A. Confidential
152,473,302,4,True,L.A. Confidential
153,428,302,5,True,L.A. Confidential
155,467,302,4,True,L.A. Confidential
156,448,302,5,True,L.A. Confidential
161,498,302,3,False,L.A. Confidential
163,514,302,5,True,L.A. Confidential
164,512,302,4,True,L.A. Confidential
168,532,302,5,True,L.A. Confidential
169,509,302,5,True,L.A. Confidential
179,551,302,3,False,L.A. Confidential
182,561,302,4,True,L.A. Confidential
185,567,302,4,True,L.A. Confidential
189,587,302,3,False,L.A. Confidential
190,592,302,5,True,L.A. Confidential
195,619,302,4,True,L.A. Confidential
196,624,302,4,True,L.A. Confidential
198,570,302,4,True,L.A. Confidential
201,640,302,5,True,L.A. Confidential
202,626,302,4,True,L.A. Confidential
203,635,302,4,True,L.A. Confidential
204,628,302,5,True,L.A. Confidential
216,697,302,5,True,L.A. Confidential
219,695,302,4,True,L.A. Confidential
221,717,302,5,True,L.A. Confidential
226,710,302,4,True,L.A. Confidential
227,747,302,5,True,L.A. Confidential
234,758,302,5,True,L.A. Confidential
241,770,302,2,False,L.A. Confidential
243,781,302,5,True,L.A. Confidential
248,806,302,4,True,L.A. Confidential
250,818,302,5,True,L.A. Confidential
251,812,302,3,False,L.A. Confidential
257,838,302,4,True,L.A. Confidential
260,828,302,4,True,L.A. Confidential
262,846,302,5,True,L.A. Confidential
263,851,302,5,True,L.A. Confidential
267,863,302,4,True,L.A. Confidential
268,820,302,5,True,L.A. Confidential
270,880,302,5,True,L.A. Confidential
271,865,302,5,True,L.A. Confidential
275,870,302,4,True,L.A. Confidential
276,889,302,4,True,L.A. Confidential
278,896,302,2,False,L.A. Confidential
280,905,302,5,True,L.A. Confidential
282,898,302,4,True,L.A. Confidential
283,903,302,4,True,L.A. Confidential
285,919,302,4,True,L.A. Confidential
286,913,302,4,True,L.A. Confidential
289,801,302,4,True,L.A. Confidential
299,291,385,4,True,True Lies
302,301,385,3,False,True Lies
307,44,385,3,False,True Lies
309,305,385,1,False,True Lies
315,276,385,4,True,True Lies
316,130,385,5,True,True Lies
318,303,385,4,True,True Lies
319,178,385,4,True,True Lies
321,222,385,4,True,True Lies
323,16,385,5,True,True Lies
328,94,385,2,False,True Lies
332,221,385,4,True,True Lies
334,109,385,4,True,True Lies
336,56,385,4,True,True Lies
337,217,385,2,False,True Lies
342,267,385,3,False,True Lies
