,user_id,movie_id,rating,like,movie title
0,186,302,3,False,L.A. Confidential
5,278,302,3,False,L.A. Confidential
15,15,302,4,True,L.A. Confidential
17,269,302,3,False,L.A. Confidential
35,151,302,3,False,L.A. Confidential
54,2,302,5,True,L.A. Confidential
55,185,302,4,True,L.A. Confidential
56,277,302,4,True,L.A. Confidential
64,204,302,5,True,L.A. Confidential
73,140,302,4,True,L.A. Confidential
76,131,302,5,True,L.A. Confidential
79,147,302,4,True,L.A. Confidential
96,344,302,5,True,L.A. Confidential
97,129,302,4,True,L.A. Confidential
98,171,302,4,True,L.A. Confidential
100,149,302,4,True,L.A. Confidential
102,362,302,5,True,L.A. Confidential
103,88,302,3,False,L.A. Confidential
108,352,302,4,True,L.A. Confidential
111,389,302,5,True,L.A. Confidential
119,401,302,3,False,L.A. Confidential
127,390,302,5,True,L.A. Confidential
130,418,302,2,False,L.A. Confidential
136,421,302,4,True,L.A. Confidential
139,450,302,5,True,L.A. Confidential
148,460,302,4,True,L.A. Confidential
159,463,302,5,True,L.A. Confidential
170,485,302,5,True,L.A. Confidential
171,535,302,3,False,L.A. Confidential
181,556,302,4,True,L.A. Confidential
186,531,302,5,True,L.A. Confidential
197,544,302,5,True,L.A. Confidential
206,655,302,4,True,L.A. Confidential
214,685,302,3,False,L.A. Confidential
215,688,302,5,True,L.A. Confidential
220,707,302,4,True,L.A. Confidential
223,704,302,4,True,L.A. Confidential
224,720,302,5,True,L.A. Confidential
232,733,302,4,True,L.A. Confidential
237,755,302,4,True,L.A. Confidential
249,809,302,5,True,L.A. Confidential
259,713,302,4,True,L.A. Confidential
265,860,302,4,True,L.A. Confidential
281,902,302,3,False,L.A. Confidential
296,920,302,4,True,L.A. Confidential
297,186,385,4,True,True Lies
322,23,385,4,True,True Lies
329,151,385,3,False,True Lies
335,280,385,5,True,True Lies
339,256,385,5,True,True Lies
353,5,385,4,True,True Lies
365,330,385,5,True,True Lies
370,344,385,2,False,True Lies
376,352,385,4,True,True Lies
385,401,385,3,False,True Lies
394,450,385,4,True,True Lies
399,457,385,4,True,True Lies
409,503,385,1,False,True Lies
410,504,385,4,True,True Lies
424,577,385,5,True,True Lies
425,562,385,2,False,True Lies
428,593,385,4,True,True Lies
450,655,385,3,False,True Lies
459,716,385,1,False,True Lies
471,786,385,4,True,True Lies
475,796,385,5,True,True Lies
476,807,385,4,True,True Lies
505,186,588,4,True,Beauty and the Beast
516,20,588,4,True,Beauty and the Beast
534,23,588,4,True,Beauty and the Beast
546,280,588,5,True,Beauty and the Beast
565,18,588,4,True,Beauty and the Beast
569,316,588,1,False,Beauty and the Beast
580,330,588,5,True,Beauty and the Beast
585,344,588,5,True,Beauty and the Beast
592,389,588,5,True,Beauty and the Beast
598,401,588,2,False,Beauty and the Beast
605,450,588,4,True,Beauty and the Beast
608,457,588,5,True,Beauty and the Beast
629,577,588,4,True,Beauty and the Beast
651,716,588,4,True,Beauty and the Beast
657,731,588,3,False,Beauty and the Beast
661,756,588,4,True,Beauty and the Beast
664,786,588,5,True,Beauty and the Beast
670,798,588,4,True,Beauty and the Beast
672,796,588,5,True,Beauty and the Beast
674,807,588,5,True,Beauty and the Beast
680,835,588,3,False,Beauty and the Beast
695,878,588,2,False,Beauty and the Beast
696,885,588,4,True,Beauty and the Beast
703,911,588,4,True,Beauty and the Beast
707,186,322,5,True,Murder at 1600
710,260,322,4,True,Murder at 1600
713,224,322,2,False,Murder at 1600
717,155,322,2,False,Murder at 1600
723,15,322,3,False,Murder at 1600
735,151,322,2,False,Murder at 1600
740,280,322,4,True,Murder at 1600
743,256,322,4,True,Murder at 1600
760,204,322,3,False,Murder at 1600
767,140,322,3,False,Murder at 1600
771,170,322,5,True,Murder at 1600
776,98,322,3,False,Murder at 1600
781,344,322,2,False,Murder at 1600
786,362,322,3,False,Murder at 1600
787,356,322,3,False,Murder at 1600
797,401,322,2,False,Murder at 1600
811,450,322,4,True,Murder at 1600
815,460,322,3,False,Murder at 1600
823,494,322,2,False,Murder at 1600
827,504,322,4,True,Murder at 1600
839,557,322,3,False,Murder at 1600
842,529,322,4,True,Murder at 1600
845,593,322,2,False,Murder at 1600
849,591,322,2,False,Murder at 1600
856,629,322,3,False,Murder at 1600
866,722,322,3,False,Murder at 1600
871,704,322,2,False,Murder at 1600
879,733,322,2,False,Murder at 1600
883,730,322,1,False,Murder at 1600
884,755,322,3,False,Murder at 1600
885,786,322,3,False,Murder at 1600
894,796,322,3,False,Murder at 1600
895,809,322,3,False,Murder at 1600
907,856,322,4,True,Murder at 1600
918,908,322,2,False,Murder at 1600
