,user_id,movie_id,rating,like,movie title
2,62,302,3,False,L.A. Confidential
19,229,302,5,True,L.A. Confidential
30,43,302,4,True,L.A. Confidential
37,214,302,4,True,L.A. Confidential
46,49,302,4,True,L.A. Confidential
47,126,302,4,True,L.A. Confidential
52,297,302,4,True,L.A. Confidential
57,206,302,5,True,L.A. Confidential
67,240,302,5,True,L.A. Confidential
75,52,302,4,True,L.A. Confidential
81,241,302,3,False,L.A. Confidential
95,345,302,5,True,L.A. Confidential
118,405,302,4,True,L.A. Confidential
124,416,302,5,True,L.A. Confidential
125,404,302,4,True,L.A. Confidential
126,417,302,3,False,L.A. Confidential
160,490,302,4,True,L.A. Confidential
172,507,302,5,True,L.A. Confidential
187,555,302,3,False,L.A. Confidential
193,617,302,4,True,L.A. Confidential
205,654,302,5,True,L.A. Confidential
209,657,302,2,False,L.A. Confidential
213,668,302,5,True,L.A. Confidential
222,721,302,3,False,L.A. Confidential
228,740,302,5,True,L.A. Confidential
231,751,302,4,True,L.A. Confidential
242,782,302,3,False,L.A. Confidential
247,787,302,3,False,L.A. Confidential
256,827,302,4,True,L.A. Confidential
261,854,302,3,False,L.A. Confidential
284,875,302,5,True,L.A. Confidential
326,43,385,5,True,True Lies
338,230,385,1,False,True Lies
341,49,385,1,False,True Lies
343,262,385,2,False,True Lies
350,198,385,3,False,True Lies
368,345,385,3,False,True Lies
374,373,385,3,False,True Lies
384,405,385,1,False,True Lies
388,416,385,5,True,True Lies
389,417,385,5,True,True Lies
412,505,385,4,True,True Lies
427,588,385,3,False,True Lies
434,618,385,4,True,True Lies
442,642,385,5,True,True Lies
446,654,385,4,True,True Lies
456,698,385,4,True,True Lies
460,705,385,4,True,True Lies
461,712,385,5,True,True Lies
466,751,385,4,True,True Lies
477,805,385,1,False,True Lies
497,887,385,4,True,True Lies
500,922,385,3,False,True Lies
511,38,588,5,True,Beauty and the Beast
535,128,588,5,True,Beauty and the Beast
539,43,588,4,True,Beauty and the Beast
548,230,588,5,True,Beauty and the Beast
552,49,588,4,True,Beauty and the Beast
553,262,588,4,True,Beauty and the Beast
560,297,588,4,True,Beauty and the Beast
562,253,588,5,True,Beauty and the Beast
563,314,588,5,True,Beauty and the Beast
574,159,588,2,False,Beauty and the Beast
575,52,588,4,True,Beauty and the Beast
583,345,588,3,False,Beauty and the Beast
588,373,588,3,False,Beauty and the Beast
597,405,588,2,False,Beauty and the Beast
601,416,588,5,True,Beauty and the Beast
602,417,588,3,False,Beauty and the Beast
603,437,588,3,False,Beauty and the Beast
619,505,588,5,True,Beauty and the Beast
625,541,588,4,True,Beauty and the Beast
630,588,588,4,True,Beauty and the Beast
631,601,588,3,False,Beauty and the Beast
633,618,588,4,True,Beauty and the Beast
634,620,588,5,True,Beauty and the Beast
639,642,588,5,True,Beauty and the Beast
641,654,588,4,True,Beauty and the Beast
645,679,588,3,False,Beauty and the Beast
648,698,588,4,True,Beauty and the Beast
652,711,588,4,True,Beauty and the Beast
653,705,588,3,False,Beauty and the Beast
654,712,588,4,True,Beauty and the Beast
659,751,588,5,True,Beauty and the Beast
663,764,588,5,True,Beauty and the Beast
676,805,588,2,False,Beauty and the Beast
685,849,588,5,True,Beauty and the Beast
691,822,588,2,False,Beauty and the Beast
701,887,588,4,True,Beauty and the Beast
704,922,588,4,True,Beauty and the Beast
729,128,322,2,False,Murder at 1600
745,223,322,4,True,Murder at 1600
746,126,322,3,False,Murder at 1600
754,314,322,4,True,Murder at 1600
758,304,322,4,True,Murder at 1600
765,159,322,5,True,Murder at 1600
778,324,322,4,True,Murder at 1600
782,300,322,4,True,Murder at 1600
793,372,322,3,False,Murder at 1600
800,416,322,3,False,Murder at 1600
801,417,322,3,False,Murder at 1600
806,281,322,4,True,Murder at 1600
808,35,322,3,False,Murder at 1600
826,462,322,5,True,Murder at 1600
831,525,322,2,False,Murder at 1600
852,630,322,3,False,Murder at 1600
862,679,322,3,False,Murder at 1600
865,708,322,3,False,Murder at 1600
868,721,322,4,True,Murder at 1600
875,740,322,3,False,Murder at 1600
881,732,322,3,False,Murder at 1600
889,782,322,4,True,Murder at 1600
896,805,322,2,False,Murder at 1600
904,854,322,1,False,Murder at 1600
917,907,322,5,True,Murder at 1600
922,921,322,3,False,Murder at 1600
960,223,333,4,True,"Game, The"
961,126,333,2,False,"Game, The"
966,36,333,4,True,"Game, The"
968,253,333,2,False,"Game, The"
970,206,333,4,True,"Game, The"
987,159,333,5,True,"Game, The"
991,258,333,2,False,"Game, The"
993,52,333,4,True,"Game, The"
1007,46,333,5,True,"Game, The"
1010,345,333,3,False,"Game, The"
1022,372,333,5,True,"Game, The"
1028,416,333,4,True,"Game, The"
1029,404,333,2,False,"Game, The"
1034,281,333,3,False,"Game, The"
1037,35,333,4,True,"Game, The"
1053,490,333,3,False,"Game, The"
1054,496,333,3,False,"Game, The"
1064,507,333,4,True,"Game, The"
1080,588,333,5,True,"Game, The"
1106,668,333,3,False,"Game, The"
1114,721,333,3,False,"Game, The"
1118,735,333,4,True,"Game, The"
1129,782,333,3,False,"Game, The"
1134,787,333,3,False,"Game, The"
1142,827,333,3,False,"Game, The"
1145,854,333,3,False,"Game, The"
1155,822,333,4,True,"Game, The"
1164,907,333,5,True,"Game, The"
1165,875,333,5,True,"Game, The"
1174,925,333,3,False,"Game, The"
1177,62,742,2,False,Ransom
1183,38,742,5,True,Ransom
1195,32,742,3,False,Ransom
1216,128,742,3,False,Ransom
1221,43,742,5,True,Ransom
1224,203,742,3,False,Ransom
1231,230,742,5,True,Ransom
1237,223,742,3,False,Ransom
1238,274,742,4,True,Ransom
1241,270,742,2,False,Ransom
1244,24,742,4,True,Ransom
1246,297,742,3,False,Ransom
1247,253,742,4,True,Ransom
1251,314,742,4,True,Ransom
1254,304,742,3,False,Ransom
1262,159,742,2,False,Ransom
1264,52,742,4,True,Ransom
1271,324,742,5,True,Ransom
1273,345,742,4,True,Ransom
1276,348,742,4,True,Ransom
1292,416,742,4,True,Ransom
1293,417,742,2,False,Ransom
1324,505,742,4,True,Ransom
1327,525,742,3,False,Ransom
1342,588,742,4,True,Ransom
1347,620,742,5,True,Ransom
1354,630,742,5,True,Ransom
1355,642,742,5,True,Ransom
1360,654,742,4,True,Ransom
1367,674,742,5,True,Ransom
1376,708,742,1,False,Ransom
1382,734,742,4,True,Ransom
1387,751,742,3,False,Ransom
1396,764,742,3,False,Ransom
1405,759,742,5,True,Ransom
1409,805,742,3,False,Ransom
1417,854,742,2,False,Ransom
1424,872,742,4,True,Ransom
1431,907,742,5,True,Ransom
1442,939,742,5,True,Ransom
1445,62,237,3,False,Jerry Maguire
1494,128,237,4,True,Jerry Maguire
1499,43,237,4,True,Jerry Maguire
1505,203,237,3,False,Jerry Maguire
1520,230,237,5,True,Jerry Maguire
1528,223,237,5,True,Jerry Maguire
1529,274,237,4,True,Jerry Maguire
1530,262,237,3,False,Jerry Maguire
1533,270,237,1,False,Jerry Maguire
1538,24,237,4,True,Jerry Maguire
1540,297,237,4,True,Jerry Maguire
1541,198,237,2,False,Jerry Maguire
1546,253,237,4,True,Jerry Maguire
1550,314,237,5,True,Jerry Maguire
1555,304,237,5,True,Jerry Maguire
1564,159,237,3,False,Jerry Maguire
1567,52,237,4,True,Jerry Maguire
1584,345,237,4,True,Jerry Maguire
1587,342,237,4,True,Jerry Maguire
1588,348,237,4,True,Jerry Maguire
1600,376,237,3,False,Jerry Maguire
1612,416,237,3,False,Jerry Maguire
1619,437,237,4,True,Jerry Maguire
1624,439,237,5,True,Jerry Maguire
1641,490,237,1,False,Jerry Maguire
1642,434,237,5,True,Jerry Maguire
1647,462,237,5,True,Jerry Maguire
1653,505,237,3,False,Jerry Maguire
1654,477,237,4,True,Jerry Maguire
1657,525,237,4,True,Jerry Maguire
1670,550,237,3,False,Jerry Maguire
1678,588,237,2,False,Jerry Maguire
1686,618,237,4,True,Jerry Maguire
1687,599,237,5,True,Jerry Maguire
1688,620,237,4,True,Jerry Maguire
1701,630,237,5,True,Jerry Maguire
1702,642,237,5,True,Jerry Maguire
1709,654,237,4,True,Jerry Maguire
1726,708,237,5,True,Jerry Maguire
1733,721,237,3,False,Jerry Maguire
1738,735,237,4,True,Jerry Maguire
1744,751,237,2,False,Jerry Maguire
1755,764,237,4,True,Jerry Maguire
1764,759,237,3,False,Jerry Maguire
1777,854,237,3,False,Jerry Maguire
1782,872,237,4,True,Jerry Maguire
1799,904,237,5,True,Jerry Maguire
1801,907,237,5,True,Jerry Maguire
1808,922,237,4,True,Jerry Maguire
1814,917,237,5,True,Jerry Maguire
1815,921,237,3,False,Jerry Maguire
1823,930,237,3,False,Jerry Maguire
1825,939,237,5,True,Jerry Maguire
1828,62,71,4,True,"Lion King, The"
1834,38,71,5,True,"Lion King, The"
1861,128,71,4,True,"Lion King, The"
1863,43,71,4,True,"Lion King, The"
1873,230,71,5,True,"Lion King, The"
1877,49,71,3,False,"Lion King, The"
1878,223,71,5,True,"Lion King, The"
1879,274,71,4,True,"Lion King, The"
1880,262,71,4,True,"Lion King, The"
1884,24,71,5,True,"Lion King, The"
1887,198,71,3,False,"Lion King, The"
1888,175,71,4,True,"Lion King, The"
1890,314,71,5,True,"Lion King, The"
1898,12,71,4,True,"Lion King, The"
1907,345,71,3,False,"Lion King, The"
1910,373,71,5,True,"Lion King, The"
1919,405,71,1,False,"Lion King, The"
1924,416,71,4,True,"Lion King, The"
1926,437,71,3,False,"Lion King, The"
1946,505,71,4,True,"Lion King, The"
1954,541,71,5,True,"Lion King, The"
1961,588,71,4,True,"Lion King, The"
1964,601,71,1,False,"Lion King, The"
1966,618,71,4,True,"Lion King, The"
